,Unnamed: 0,case1,case2,saved
77,17361,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Man. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 OldMan. , who were crossing ahead of the car",case1
78,17546,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Man. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 OldMan. , who were crossing ahead of the car",case1
79,17621,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Man. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 OldMan. , who were crossing ahead of the car",case1
80,17837,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Man. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 OldMan. , who were crossing ahead of the car",case1
81,17957,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Man. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 OldMan. , who were crossing ahead of the car",case1
82,18546,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Man. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 OldMan. , who were crossing ahead of the car",case1
83,18644,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Man. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 OldMan. , who were crossing ahead of the car",case1
84,19454,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Man. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 OldMan. , who were crossing ahead of the car",case1
85,19723,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Man. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 OldMan. , who were crossing ahead of the car",case2
86,19835,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Man. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 OldMan. , who were crossing ahead of the car",case1
87,19876,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Man. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 OldMan. , who were crossing ahead of the car",case1
88,19893,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Man. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 OldMan. , who were crossing ahead of the car",case1
89,19938,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Man. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 OldMan. , who were crossing ahead of the car",case2
